unit,level,source_url,tanggal_ambil
"RDP turut dihadiri kepala desa se-Kecamatan Sungai Gelam, unsur pemerintah daerah, tokoh masyarakat, serta sejumlah pelaku usaha yang beroperasi di kawasan tersebut.",tak jelas,https://awasi.id/read/2026/04/24/5949/dprd-muaro-jambi-soroti-ketidakhadiran-perusahaan-dalam-rdp-aidi-hatta-kami-akan-panggil-kembali/,2026-06-20
"Menurut Aidi Hatta, masyarakat mengeluhkan kerusakan jalan yang diduga dipicu oleh aktivitas kendaraan operasional perusahaan dengan muatan yang melebihi kapasitas tonase jalan kabupaten.",tak jelas,https://awasi.id/read/2026/04/24/5949/dprd-muaro-jambi-soroti-ketidakhadiran-perusahaan-dalam-rdp-aidi-hatta-kami-akan-panggil-kembali/,2026-06-20
“Jalan ini dibangun menggunakan anggaran pemerintah untuk kepentingan masyarakat.,tak jelas,https://awasi.id/read/2026/04/24/5949/dprd-muaro-jambi-soroti-ketidakhadiran-perusahaan-dalam-rdp-aidi-hatta-kami-akan-panggil-kembali/,2026-06-20
“Kesehatan adalah hak mendasar yang wajib kami penuhi bagi setiap warga binaan.,tak jelas,https://awasi.id/read/2026/06/09/6038/layanan-kesehatan-gratis-rutan-batam-gelar-edukasi-dan-pemeriksaan-vct-mobile-untuk-warga-binaan/,2026-06-20
"Dengan kegiatan seperti ini, Rutan Batam terus berupaya menghadirkan pelayanan yang layak sebagai bagian dari sistem pembinaan yang manusiawi, profesional, dan selalu mengutamakan pemenuhan hak setiap warga binaan.",tak jelas,https://awasi.id/read/2026/06/09/6038/layanan-kesehatan-gratis-rutan-batam-gelar-edukasi-dan-pemeriksaan-vct-mobile-untuk-warga-binaan/,2026-06-20
"Selain itu, penghargaan tersebut juga menjadi pengakuan atas keberhasilan satuan dalam membangun komunikasi publik yang positif, transparan, dan edukatif kepada masyarakat, sekaligus mendukung program-program prioritas pemerintah, termasuk Program Asta Cita Presiden Republik Indonesia.",tak jelas,https://awasi.id/read/2026/06/08/6022/polres-tanjab-barat-borong-tiga-penghargaan-sekaligus-pada-rakernis-humas-polda-jambi-2026/,2026-06-20
"Kabid Humas Polda Jambi, Kombes Pol Erlan Munaji, S.I.K., M.Si., menyampaikan bahwa penghargaan ini diharapkan dapat menjadi motivasi bagi seluruh jajaran Humas Polri di wilayah Jambi untuk terus meningkatkan kualitas publikasi dan pelayanan informasi kepada masyarakat.",tak jelas,https://awasi.id/read/2026/06/08/6022/polres-tanjab-barat-borong-tiga-penghargaan-sekaligus-pada-rakernis-humas-polda-jambi-2026/,2026-06-20
"Ke depan, penghargaan ini diharapkan mampu memacu peningkatan kompetensi digital, kreativitas, serta profesionalisme personel Humas Polri dalam menghadapi tantangan komunikasi publik di era digital yang terus berkembang, sehingga kehadiran Polri di ruang publik dan media sosial semakin dirasakan manfaatnya oleh masyarakat.(Humas Polres)",tak jelas,https://awasi.id/read/2026/06/08/6022/polres-tanjab-barat-borong-tiga-penghargaan-sekaligus-pada-rakernis-humas-polda-jambi-2026/,2026-06-20
"Menurutnya, Hari Bhayangkara ke-80 tidak hanya menjadi momentum refleksi dan peningkatan pelayanan, tetapi juga menjadi sarana mempererat silaturahmi dan menghadirkan ruang kebersamaan yang positif antara Polri dan masyarakat.",tak jelas,https://amuranews.id/pecah-tawa-pecah-di-hari-bhayangkara-ke-80-stand-up-comedy-polda-jambi-diserbu-puluhan-peserta/,2026-06-21
"Keberhasilan tersebut menjadi kebanggaan tersendiri bagi keluarga, sekolah, dan masyarakat Kota Jambi.",tak jelas,https://amuranews.id/siswi-berprestasi-asal-kota-jambi-afia-meilin-putri-islamy-siap-rebut-mahkota-putri-jambi-2026/,2026-06-21
"Dukungan dari keluarga, sekolah, dan masyarakat diharapkan dapat menjadi motivasi tambahan bagi Afia untuk terus mengharumkan nama Kota Jambi dan Provinsi Jambi di tingkat yang lebih tinggi.",tak jelas,https://amuranews.id/siswi-berprestasi-asal-kota-jambi-afia-meilin-putri-islamy-siap-rebut-mahkota-putri-jambi-2026/,2026-06-21
Polda Jambi kembali menunjukkan komitmennya untuk hadir di tengah rakyat dengan menyalurkan ribuan paket bantuan sosial kepada masyarakat yang membutuhkan.,tak jelas,https://amuranews.id/1-000-paket-sembako-meluncur-kapolda-jambi-turun-langsung-hari-bhayangkara-ke-80-diwarnai-aksi-nyata-berbagi-untuk-rakyat/,2026-06-21
"“Kita ingin pemasyarakatan tidak hanya menjalankan tugas rutin, tetapi juga menjadi institusi yang benar-benar bermanfaat, menghadirkan keadilan restoratif, dan layanan terbaik bagi masyarakat,” tegas Menteri Agus.",tak jelas,https://aksara24.id/2025/04/28/kakanwil-ditjenpas-jambi-ikuti-tasyakuran-hbp-ke-61-bersama-menteri-imipas/,2026-06-22
"“Kami di Kanwil Ditjenpas Jambi berkomitmen untuk menghadirkan layanan yang tidak hanya cepat, tetapi juga bermakna dan berdampak positif bagi masyarakat luas,” kata Hidayat.",tak jelas,https://aksara24.id/2025/04/28/kakanwil-ditjenpas-jambi-ikuti-tasyakuran-hbp-ke-61-bersama-menteri-imipas/,2026-06-22
"Kehadiran Danrem 042/Garuda Putih dalam kegiatan tersebut menjadi bentuk dukungan TNI terhadap program-program yang berorientasi pada peningkatan kesejahteraan masyarakat, penguatan ekonomi kerakyatan, serta penguatan sinergi antara TNI-Polri, pemerintah daerah, dunia usaha, dan seluruh komponen masyarakat.",tak jelas,https://amuranews.id/9186-2/,2026-06-22
"Melalui kegiatan ini, Polda Jambi berharap sinergi antara pemerintah, dunia usaha, dan masyarakat dapat terus terjalin guna menekan angka pengangguran, meningkatkan taraf hidup masyarakat, serta mendukung pertumbuhan ekonomi di Provinsi Jambi.",tak jelas,https://amuranews.id/ada-yang-berbeda-di-hari-bhayangkara-ke-80-polda-jambi-siapkan-ribuan-peluang-kerja/,2026-06-22
"Kunjungan ini diharapkan semakin mempererat sinergi antara pemerintah pusat, pemerintah daerah, TNI-Polri, dan seluruh elemen masyarakat dalam mendorong percepatan pembangunan daerah serta mewujudkan peningkatan kesejahteraan masyarakat di Provinsi Jambi.",tak jelas,https://amuranews.id/danrem-042-gp-sambut-wamenaker-ri-langkah-strategis-perkuat-sdm-dan-perluas-lapangan-kerja/,2026-06-22
"Sementara itu, Wakil Menteri Ketenagakerjaan RI Afriansyah Noor mengapresiasi sinergi antara Polda Jambi, Pemerintah Provinsi Jambi, dunia usaha, dan seluruh pemangku kepentingan dalam menciptakan peluang kerja bagi masyarakat.",tak jelas,https://www.angsoduo.net/2026/06/gubernur-al-haris-apresiasi-bhayangkara-presisi-job-fair-dan-bazaar-umkm-polda-jambi-dorong-pengurangan-pengangguran-dan-kemiskinan,2026-06-22
"Melalui kegiatan ini, Pemerintah Provinsi Jambi bersama Polda Jambi dan seluruh pemangku kepentingan berharap dapat memperkuat sinergi dalam menekan angka pengangguran, meningkatkan kesejahteraan masyarakat, serta mendorong pertumbuhan ekonomi daerah yang inklusif dan berkelanjutan.",tak jelas,https://www.angsoduo.net/2026/06/gubernur-al-haris-apresiasi-bhayangkara-presisi-job-fair-dan-bazaar-umkm-polda-jambi-dorong-pengurangan-pengangguran-dan-kemiskinan,2026-06-22
"Muaro Jambi,(awasi.id) – Warga binaan Lembaga Pemasyarakatan (Lapas) Muaro Jambi melaksanakan kegiatan olahraga bersama berupa senam pagi sebagai bagian dari program pembinaan rutin yang bertujuan menjaga kesehatan dan kebugaran jasmani.",tak jelas,https://awasi.id/read/2026/06/22/6120/warga-binaan-lapas-muaro-jambi-laksanakan-senam-pagi-rutin-untuk-menjaga-kebugaran/,2026-06-22
"Senam pagi dilaksanakan untuk meningkatkan daya tahan tubuh, menjaga kesehatan fisik, serta memberikan suasana yang positif bagi warga binaan selama menjalani masa pembinaan.",tak jelas,https://awasi.id/read/2026/06/22/6120/warga-binaan-lapas-muaro-jambi-laksanakan-senam-pagi-rutin-untuk-menjaga-kebugaran/,2026-06-22
Pihak Lapas Muaro Jambi menyampaikan bahwa kegiatan olahraga rutin merupakan salah satu bentuk pembinaan yang penting untuk menunjang kesehatan fisik maupun mental warga binaan.,tak jelas,https://awasi.id/read/2026/06/22/6120/warga-binaan-lapas-muaro-jambi-laksanakan-senam-pagi-rutin-untuk-menjaga-kebugaran/,2026-06-22
"Dengan adanya kegiatan senam pagi rutin ini, Lapas Muaro Jambi terus berupaya menciptakan lingkungan pembinaan yang sehat, aman, dan produktif sehingga warga binaan dapat menjalani masa pembinaan dengan lebih baik serta siap kembali ke tengah masyarakat setelah menyelesaikan masa pidananya.",tak jelas,https://awasi.id/read/2026/06/22/6120/warga-binaan-lapas-muaro-jambi-laksanakan-senam-pagi-rutin-untuk-menjaga-kebugaran/,2026-06-22
Siregar mengatakan bahwa kegiatan Bakti Kesehatan merupakan bentuk komitmen Polri untuk terus hadir memberikan manfaat nyata bagi masyarakat.,tak jelas,https://amuranews.id/polda-jambi-tebar-manfaat-di-hari-bhayangkara-ke-80-lewat-bakti-kesehatan/,2026-06-23
"Menurutnya, kegiatan tersebut juga menjadi bagian dari dukungan Polri terhadap program pemerintah dalam percepatan penanganan stunting serta peningkatan kualitas kesehatan masyarakat.",tak jelas,https://amuranews.id/polda-jambi-tebar-manfaat-di-hari-bhayangkara-ke-80-lewat-bakti-kesehatan/,2026-06-23
"“Pemberian alat bantu kesehatan seperti kursi roda, kruk walker, alat bantu dengar, dan kacamata gratis diharapkan dapat membantu meningkatkan kualitas hidup masyarakat penerima manfaat,” katanya.",tak jelas,https://amuranews.id/polda-jambi-tebar-manfaat-di-hari-bhayangkara-ke-80-lewat-bakti-kesehatan/,2026-06-23
"“Melalui layanan kesehatan dan bantuan sosial yang diberikan, Polda Jambi ingin memastikan kehadiran Polri dapat dirasakan tidak hanya dalam menjaga keamanan dan ketertiban, tetapi juga melalui aksi nyata yang menyentuh kebutuhan masyarakat secara langsung,” ujarnya.",tak jelas,https://amuranews.id/polda-jambi-tebar-manfaat-di-hari-bhayangkara-ke-80-lewat-bakti-kesehatan/,2026-06-23
Siregar mengatakan bahwa kegiatan Bakti kesehatan yang dilaksanakan hari ini merupakan wujud komitmen Polri untuk terus hadir memberikan manfaat bagi masyarakat.,tak jelas,https://awasi.id/read/2026/06/23/6124/dalam-rangka-hari-bhayangkara-ke-80-polda-jambi-gelar-bakti-kesehatan-dan-bakti-sosial-untuk-masyarakat/,2026-06-23
Erlan Munaji menyampaikan bahwa kegiatan Bhakti Kesehatan dan Bakti Sosial yang dilaksanakan dalam rangka Hari Bhayangkara ke-80 merupakan bentuk nyata komitmen Polri untuk terus hadir dan memberikan manfaat kepada masyarakat.,tak jelas,https://awasi.id/read/2026/06/23/6124/dalam-rangka-hari-bhayangkara-ke-80-polda-jambi-gelar-bakti-kesehatan-dan-bakti-sosial-untuk-masyarakat/,2026-06-23
"Melalui berbagai layanan kesehatan dan bantuan sosial yang diberikan, Polda Jambi ingin memastikan bahwa kehadiran Polri tidak hanya dirasakan dalam menjaga keamanan dan ketertiban masyarakat, tetapi juga melalui aksi nyata yang menyentuh kebutuhan masyarakat secara langsung,” ujar Kombes Pol.",tak jelas,https://awasi.id/read/2026/06/23/6124/dalam-rangka-hari-bhayangkara-ke-80-polda-jambi-gelar-bakti-kesehatan-dan-bakti-sosial-untuk-masyarakat/,2026-06-23
"Mengusung tagline “Satu Langkah, Sejuta Perubahan”, kegiatan ini diharapkan mampu menginspirasi masyarakat bahwa setiap langkah kecil yang dilakukan hari ini dapat memberikan dampak besar bagi kesehatan, lingkungan, kebersamaan sosial, serta masa depan yang lebih baik.",tak jelas,https://awasi.id/read/2026/06/06/6002/polda-jambi-launching-presisi-merdeka-run-jambi-2026-wujudkan-semangat-satu-langkah-sejuta-perubahan/,2026-06-23
Pengaduan tersebut dibuat berdasarkan laporan dan informasi yang diterima dari masyarakat terkait dugaan penyelenggaraan kegiatan pendidikan anak usia dini oleh Playgroup Djuwita yang diduga belum memenuhi sejumlah ketentuan administratif dan operasional sebagaimana diatur dalam peraturan perundang-undangan.,tak jelas,https://awasi.id/read/2026/06/06/5986/jawaban-dinas-pendidikan-batam-dinilai-normatif-lbh-no-viral-no-justice-soroti-minimnya-bukti-dan-penjelasan-verifikasi/,2026-06-23
"Di antaranya dugaan bahwa Playgroup Djuwita belum memiliki izin operasional sesuai ketentuan yang berlaku, dugaan penyelenggaraan kegiatan pendidikan tanpa memenuhi standar administrasi dan persyaratan kelembagaan, dugaan penggunaan tenaga pendidik dan sarana yang belum diverifikasi oleh instansi berwenang, serta keresahan masyarakat terkait aspek keamanan, keselamatan, dan kepastian hukum penyelenggaraan pendidikan.",tak jelas,https://awasi.id/read/2026/06/06/5986/jawaban-dinas-pendidikan-batam-dinilai-normatif-lbh-no-viral-no-justice-soroti-minimnya-bukti-dan-penjelasan-verifikasi/,2026-06-23
"Menurutnya, jika memang Dinas Pendidikan telah melakukan verifikasi sebagaimana disebutkan dalam surat tersebut, maka seharusnya informasi mengenai hasil verifikasi itu dapat dipaparkan secara lebih lengkap agar masyarakat memperoleh kepastian dan tidak menimbulkan berbagai spekulasi.",tak jelas,https://awasi.id/read/2026/06/06/5986/jawaban-dinas-pendidikan-batam-dinilai-normatif-lbh-no-viral-no-justice-soroti-minimnya-bukti-dan-penjelasan-verifikasi/,2026-06-23
"Selain itu, LBH No Viral No Justice juga mempertanyakan apakah pemeriksaan yang dilakukan Dinas Pendidikan hanya terbatas pada aspek perizinan dan kualifikasi tenaga pendidik atau mencakup seluruh poin yang diadukan oleh masyarakat.",tak jelas,https://awasi.id/read/2026/06/06/5986/jawaban-dinas-pendidikan-batam-dinilai-normatif-lbh-no-viral-no-justice-soroti-minimnya-bukti-dan-penjelasan-verifikasi/,2026-06-23
"Lebih lanjut, ia berharap Dinas Pendidikan Kota Batam dapat memberikan penjelasan yang lebih komprehensif terkait hasil pemeriksaan yang telah dilakukan sehingga seluruh persoalan dapat menjadi terang dan tidak menimbulkan polemik berkepanjangan di tengah masyarakat.",tak jelas,https://awasi.id/read/2026/06/06/5986/jawaban-dinas-pendidikan-batam-dinilai-normatif-lbh-no-viral-no-justice-soroti-minimnya-bukti-dan-penjelasan-verifikasi/,2026-06-23
"Ia mengajak seluruh elemen masyarakat, mulai dari pemerintah, sekolah, keluarga hingga lingkungan sekitar, untuk bersama-sama memastikan setiap anak mendapatkan haknya dalam memperoleh pendidikan.",tak jelas,https://awasi.id/read/2026/06/04/5995/ketua-dprd-muaro-jambi-aidi-hatta-tegaskan-komitmen-wujudkan-nol-anak-putus-sekolah/,2026-06-23
"Musyawarah desa tersebut diikuti oleh 69 peserta yang merupakan perwakilan berbagai unsur masyarakat Desa Teluk Sialang, terdiri dari Badan Permusyawaratan Desa (BPD), pemerintah desa, tokoh masyarakat, tokoh adat, tokoh agama, tokoh pendidik, kelompok tani, kelompok nelayan, kelompok perempuan, perwakilan masyarakat miskin, Karang Taruna, serta Lembaga Pemberdayaan Masyarakat (LPM).",tak jelas,https://awasi.id/read/2026/06/04/5935/personel-polres-tanjab-barat-dan-polsek-tungkal-ilir-amankan-musyawarah-pemilihan-kades-paw-desa-teluk-sialang-tahun-2026/,2026-06-23
Masyarakat menilai perlu adanya transparansi dari pihak terkait mengenai penanganan dan pelepasan benih lobster tersebut.,tak jelas,https://awasi.id/read/2026/06/04/5931/47-872-benih-baby-lobster-senilai-rp718-miliar-dipertanyakan-publik-minta-transparansi-polresta-jambi-dan-instansi-terkait/,2026-06-23
Sejumlah kalangan menilai bahwa transparansi sangat diperlukan untuk menjaga kepercayaan masyarakat terhadap aparat penegak hukum dan instansi teknis yang berwenang.,tak jelas,https://awasi.id/read/2026/06/04/5931/47-872-benih-baby-lobster-senilai-rp718-miliar-dipertanyakan-publik-minta-transparansi-polresta-jambi-dan-instansi-terkait/,2026-06-23
"Lebih lanjut, Kabid Humas menambahkan bahwa Polda Jambi akan terus mendukung berbagai kegiatan positif yang melibatkan generasi muda dan masyarakat sebagai bagian dari upaya menciptakan lingkungan yang aman, sehat, serta produktif.",tak jelas,https://awasi.id/read/2026/06/03/5928/kapolda-jambi-dukung-pembinaan-generasi-muda-melalui-olahraga-kapolda-cup-basket-2026-siap-digelar-meriahkan-hut-bhayangkara-ke-80/,2026-06-23
"Jika surat resmi yang memiliki bukti penerimaan saja bisa tidak diketahui keberadaannya, bagaimana masyarakat dapat percaya terhadap sistem administrasi yang ada?” ujar Erfan.",tak jelas,https://awasi.id/read/2026/06/02/5919/dalam-aksi-unjuk-rasa-terungkap-surat-resmi-awasi-jambi-hilang-di-bappeda-transparansi-tata-kelola-dipertanyakan/,2026-06-23
"Selain itu, awak media juga meminta adanya dokumentasi visual atau rekaman pelepasliaran benih lobster agar dapat disampaikan kepada masyarakat sebagai bentuk keterbukaan informasi publik.",tak jelas,https://awasi.id/read/2026/06/02/5911/awak-media-minta-bukti-visual-pelepasliaran-benih-lobster-rp7-miliar-di-jambi-transparansi-dipertanyakan/,2026-06-23
"Peringatan HUT ke-80 Pemerintah Kota Jambi dan HUT ke-625 Tanah Pilih Pusako Betuah Kota Jambi tahun ini menjadi momentum untuk memperkuat sinergi antara pemerintah pusat, pemerintah daerah, TNI-Polri, dan seluruh elemen masyarakat dalam mendorong pembangunan yang berkelanjutan.",tak jelas,https://awasi.id/read/2026/06/02/5904/danrem-042-gapu-hadiri-rapat-paripurna-dprd-kota-jambi-perkuat-sinergi-untuk-kemajuan-daerah/,2026-06-23
"Usai kegiatan, Danrem 042/Gapu Brigjen TNI Nyamin menyampaikan ucapan selamat kepada Pemerintah Kota Jambi dan seluruh masyarakat Kota Jambi atas bertambahnya usia Kota Jambi.",tak jelas,https://awasi.id/read/2026/06/02/5904/danrem-042-gapu-hadiri-rapat-paripurna-dprd-kota-jambi-perkuat-sinergi-untuk-kemajuan-daerah/,2026-06-23
"Danrem juga berharap sinergitas yang telah terjalin antara pemerintah daerah, TNI, Polri, dan seluruh komponen masyarakat dapat terus diperkuat guna mendukung pembangunan daerah dan meningkatkan kesejahteraan masyarakat Kota Jambi.",tak jelas,https://awasi.id/read/2026/06/02/5904/danrem-042-gapu-hadiri-rapat-paripurna-dprd-kota-jambi-perkuat-sinergi-untuk-kemajuan-daerah/,2026-06-23
"Menurutnya, masyarakat tidak hanya menilai keberhasilan pemerintah dari capaian administratif semata, tetapi dari hasil pembangunan yang dapat dirasakan secara langsung dalam kehidupan sehari-hari.",tak jelas,https://awasi.id/read/2026/06/02/5981/raih-opini-wtp-ketua-dprd-muaro-jambi-aidi-hatta-tegaskan-pengawasan-anggaran-harus-semakin-kuat/,2026-06-23
"“Masyarakat ingin melihat pelayanan publik yang semakin baik, infrastruktur yang memadai, fasilitas kesehatan yang optimal, dan pendidikan yang berkualitas.",tak jelas,https://awasi.id/read/2026/06/02/5981/raih-opini-wtp-ketua-dprd-muaro-jambi-aidi-hatta-tegaskan-pengawasan-anggaran-harus-semakin-kuat/,2026-06-23
"“Kami ingin pengawasan tidak hanya dilakukan melalui rapat-rapat formal, tetapi juga dengan turun langsung ke lapangan untuk melihat kondisi yang sebenarnya dan mendengar aspirasi masyarakat secara langsung,” ujarnya.",tak jelas,https://awasi.id/read/2026/06/02/5981/raih-opini-wtp-ketua-dprd-muaro-jambi-aidi-hatta-tegaskan-pengawasan-anggaran-harus-semakin-kuat/,2026-06-23
"Lebih lanjut, ia mengingatkan bahwa setiap anggaran yang dikelola pemerintah merupakan amanah masyarakat yang harus dipertanggungjawabkan dengan baik.",tak jelas,https://awasi.id/read/2026/06/02/5981/raih-opini-wtp-ketua-dprd-muaro-jambi-aidi-hatta-tegaskan-pengawasan-anggaran-harus-semakin-kuat/,2026-06-23
"“Kami menyambut baik pelaksanaan penelitian ini dan berharap seluruh peserta dapat memberikan data serta informasi yang objektif dan akurat sehingga hasil penelitian nantinya dapat menjadi bahan masukan bagi pimpinan Polri dalam menyusun kebijakan yang tepat untuk meningkatkan kualitas pelayanan kepada masyarakat,” ujar Kombes Pol.",tak jelas,https://awasi.id/read/2026/06/02/5899/polda-jambi-terima-kunjungan-tim-puslitbang-polri-teliti-optimalisasi-almatsus-dalmas-dan-ketahanan-pangan/,2026-06-23
"“Melalui penelitian berbasis data dan fakta lapangan, Polri dapat terus beradaptasi dan meningkatkan kualitas kinerjanya sehingga mampu memberikan perlindungan, pengayoman, dan pelayanan terbaik kepada masyarakat,” tutup Kombes Pol.",tak jelas,https://awasi.id/read/2026/06/02/5899/polda-jambi-terima-kunjungan-tim-puslitbang-polri-teliti-optimalisasi-almatsus-dalmas-dan-ketahanan-pangan/,2026-06-23
"Mereka harus menjadi teladan dalam menerapkan nilai-nilai Pancasila, baik di lingkungan keluarga, sekolah, maupun masyarakat,” katanya.",tak jelas,https://awasi.id/read/2026/06/01/5992/ketua-fraksi-pan-dprd-muaro-jambi-robinson-sirait-pancasila-harus-menjadi-pedoman-dalam-membangun-daerah/,2026-06-23
"Warga menilai, jika rakyat kecil bergerak sedikit saja langsung ditindak, namun dugaan aktivitas ilegal berskala besar justru dibiarkan, maka kepercayaan publik terhadap hukum bisa runtuh total.",tak jelas,https://awasi.id/read/2026/05/30/5871/barelang-darurat-mafia-penjahat-ekonomi-seolah-lebih-kuat-dari-negara-batam-awasi-id-pelabuhan-tikus-di-kawasan-jembatan-3-barelang-kini-menjadi-simbol-paling-memalukan-dari-dug/,2026-06-23
"Dengan adanya rotasi jabatan tersebut, diharapkan soliditas internal Polres Tanjab Barat semakin kuat serta pelayanan kepada masyarakat di wilayah Kabupaten Tanjung Jabung Barat dapat terus ditingkatkan demi terciptanya situasi kamtibmas yang aman, nyaman, dan kondusif.(Humas Polres)",tak jelas,https://awasi.id/read/2026/05/29/5845/kapolres-tanjab-barat-pimpin-sertijab-kasat-polairud-dan-pelantikan-kapolsek-pengabuan/,2026-06-23
"Polres Tanjab Barat Serentak Pasang Stiker Layanan Darurat 110 pada Kendaraan Operasional
Tanjung Jabung Barat, Awasi id – Polres Tanjung Jabung Barat (Tanjab Barat) terus berupaya meningkatkan pelayanan kepada masyarakat dengan melaksanakan pemasangan stiker dan logo Layanan Darurat Polri 110 pada seluruh kendaraan dinas operasional jajaran Polres Tanjab Barat, Jumat (29/5/2026).",tak jelas,https://awasi.id/read/2026/05/29/5840/polres-tanjab-barat-serentak-pasang-stiker-layanan-darurat-110-pada-kendaraan-operasional/,2026-06-23
Langkah ini merupakan bagian dari upaya Polres Tanjab Barat untuk memperluas sosialisasi layanan darurat Polri 110 agar semakin dikenal dan mudah diakses oleh masyarakat saat membutuhkan bantuan kepolisian.,tak jelas,https://awasi.id/read/2026/05/29/5840/polres-tanjab-barat-serentak-pasang-stiker-layanan-darurat-110-pada-kendaraan-operasional/,2026-06-23
"Dengan terpasangnya stiker pada kendaraan operasional yang setiap hari bersentuhan langsung dengan masyarakat, diharapkan informasi mengenai layanan tersebut dapat tersampaikan secara lebih luas dan efektif.",tak jelas,https://awasi.id/read/2026/05/29/5840/polres-tanjab-barat-serentak-pasang-stiker-layanan-darurat-110-pada-kendaraan-operasional/,2026-06-23
"Selain meningkatkan aksesibilitas informasi, pemasangan stiker layanan 110 juga bertujuan mendukung respons cepat kepolisian terhadap berbagai laporan masyarakat, seperti gangguan keamanan dan ketertiban masyarakat (kamtibmas), tindak kriminalitas, kecelakaan lalu lintas, maupun situasi darurat lainnya.",tak jelas,https://awasi.id/read/2026/05/29/5840/polres-tanjab-barat-serentak-pasang-stiker-layanan-darurat-110-pada-kendaraan-operasional/,2026-06-23
"Kasih, menyampaikan bahwa layanan Polri 110 merupakan bentuk komitmen Polri dalam menghadirkan pelayanan yang cepat, mudah, dan siaga selama 24 jam bagi masyarakat.",tak jelas,https://awasi.id/read/2026/05/29/5840/polres-tanjab-barat-serentak-pasang-stiker-layanan-darurat-110-pada-kendaraan-operasional/,2026-06-23
“Layanan Polri 110 hadir untuk memberikan kemudahan kepada masyarakat dalam menyampaikan laporan maupun pengaduan terkait gangguan kamtibmas dan kondisi darurat lainnya.,tak jelas,https://awasi.id/read/2026/05/29/5840/polres-tanjab-barat-serentak-pasang-stiker-layanan-darurat-110-pada-kendaraan-operasional/,2026-06-23
"Melalui pemasangan stiker ini, kami berharap masyarakat semakin mengetahui dan memanfaatkan layanan tersebut apabila membutuhkan bantuan kepolisian,” ujarnya.",tak jelas,https://awasi.id/read/2026/05/29/5840/polres-tanjab-barat-serentak-pasang-stiker-layanan-darurat-110-pada-kendaraan-operasional/,2026-06-23
"Menurutnya, sosialisasi layanan darurat Polri 110 melalui kendaraan operasional menjadi salah satu langkah strategis untuk mendekatkan pelayanan kepolisian kepada masyarakat serta memperkuat kehadiran Polri sebagai pelindung, pengayom, dan pelayan masyarakat.",tak jelas,https://awasi.id/read/2026/05/29/5840/polres-tanjab-barat-serentak-pasang-stiker-layanan-darurat-110-pada-kendaraan-operasional/,2026-06-23
"Dengan adanya pemasangan stiker layanan darurat 110 secara serentak ini, Polres Tanjab Barat berharap masyarakat dapat lebih cepat mengakses bantuan kepolisian kapan pun diperlukan, sehingga tercipta situasi kamtibmas yang aman, nyaman, dan kondusif di wilayah Kabupaten Tanjung Jabung Barat.(Humas Polres)",tak jelas,https://awasi.id/read/2026/05/29/5840/polres-tanjab-barat-serentak-pasang-stiker-layanan-darurat-110-pada-kendaraan-operasional/,2026-06-23
Aksara24.id – Kepolisian Republik Indonesia (Polri) sejauh ini masih melakukan pendekatan-pendekatan sosial guna menjaga masyarakat terhadap kinerja Polri.,tak jelas,https://aksara24.id/2022/09/25/prihatin-dampak-kenaikan-harga-bbm-polisi-bantu-paket-sembako-ke-sad/,2026-06-24
Bantuan ini juga sebagai bentuk kepedulian Polda Jambi dan Polres Sarolangun kepada warga SAD di wilayah Air Hitam pasca penyesuaian kenaikan harga Bahan Bakar Minyak (BBM) yang telah ditetapkan oleh pemerintah.,tak jelas,https://aksara24.id/2022/09/25/prihatin-dampak-kenaikan-harga-bbm-polisi-bantu-paket-sembako-ke-sad/,2026-06-24
"Jenang Jalal yang menerima bansos sangat berterimakasih kepada pihak kepada kepolisian yang telah membantu warga SAD dan dia pun menceritakan jika banyak yang enggan menemui warga SAD di wilayah Air Hitam, Sarolangun.",tak jelas,https://aksara24.id/2022/09/25/prihatin-dampak-kenaikan-harga-bbm-polisi-bantu-paket-sembako-ke-sad/,2026-06-24
"“Saya berharap melalui rapat kerja ini dapat merumuskan langkah-langkah yang efektif dalam mempercepat pelaksanaan seluruh program pertanahan dan memajukan pengelolaan pertanahan diseluruh kabupaten/kota di Provinsi Jambi maupun peningkatan kualitas pelayanan kepada masyarakat,” lanjutnya.",tak jelas,https://aksara24.id/2025/01/09/sekda-sudirman-harap-kolaborasi-bpn-dengan-pemerintah-daerah/,2026-06-24
“Saya sangat mengapresiasi kinerja jajaran Kantor Wilayah BPN Provinsi Jambi yang telah bekerja keras untuk memastikan hak atas tanah masyarakat terjamin dengan baik.,tak jelas,https://aksara24.id/2025/01/09/sekda-sudirman-harap-kolaborasi-bpn-dengan-pemerintah-daerah/,2026-06-24
"“Kami jajaran Pemerintah Provinsi Jambi sangat mendukung program tersebut, Program PTSL ini sangat penting bagi masyarakat, khususnya untuk memberikan kepastian hukum terhadap status tanah mereka.",tak jelas,https://aksara24.id/2025/01/09/sekda-sudirman-harap-kolaborasi-bpn-dengan-pemerintah-daerah/,2026-06-24
"“Saya yakin, dengan komitmen yang kuat dan kerja sama yang baik antara BPN Provinsi Jambi, Pemerintah Provinsi Jambi, serta seluruh pihak terkait, kita dapat mewujudkan tujuan bersama dalam pembangunan pertanahan yang berkeadilan, transparan, dan memberikan manfaat bagi seluruh lapisan masyarakat.",tak jelas,https://aksara24.id/2025/01/09/sekda-sudirman-harap-kolaborasi-bpn-dengan-pemerintah-daerah/,2026-06-24
